slug,name,description,ministry,department,state,category,beneficiary_type,benefits,eligibility_text,application_process,documents_required,apply_url,official_url,eligibility_age_min,eligibility_age_max,eligibility_gender,eligibility_caste,eligibility_income_max,eligibility_residence,eligibility_state,eligibility_disability,eligibility_bpl,scraped_at
mmksy,Mukhya Mantri Mahila Kisan Sashaktikaran Yojana,Mukhya Mantri Mahila Kisan Sashaktikaran Yojana (MMKSY) is a scheme launched by the Government of Gujarat to empower women farmers in the state. The scheme was announced in the 2018-19 budget and is being implemented by the Department of Agriculture and Co-operation.,null,Rural Development Department,Gujarat,"Agriculture,Rural & Environment",Individual,"Benefits
Financial Assistance: The scheme provides financial assistance to women farmers for various farm activities like purchasing inputs, seeds, equipment, etc. This helps in improving their agricultural productivity and income.
Training and Capacity Building: The scheme offers training and capacity-building programs to women farmers to enhance their skills and knowledge about modern agricultural practices. This helps in improving their productivity and income.
Access to Credit: The scheme aims to provide easy access to credit to women farmers through various financial institutions. This helps in reducing their dependency on moneylenders and promotes financial inclusion.","**Eligibility** 

1. Women Farmers: Only women farmers are eligible to apply for the scheme. Women farmers who own or operate agricultural land are eligible to apply.
1. Resident of Gujarat: Only women farmers who are residents of Gujarat are eligible to apply.
1. Age Criteria: There is no specific age limit for the scheme. Women farmers of all age groups can apply.
1. Income Criteria: There is no specific income criteria for the scheme. However, preference is given to women farmers who belong to economically weaker sections.
1. Land Holding: Women farmers who own or operate agricultural land are eligible to apply. The size of the landholding is not a criterion for eligibility.
1. Registration: Women farmers have to register themselves with the Department of Agriculture and Co-operation to apply for the scheme.
1. Group Formation: Women farmers can also form groups and apply for the scheme collectively..

<br>","[Offline]
Application Process 
Visit the nearest government agriculture office or village panchayat office to obtain the application form for MMKSY.
Fill in the application form with all the required details such as personal information, landholding details, agricultural activities, etc.
Attach all the necessary documents, such as land ownership documents, identity proof, and bank account details, along with the application form.
Submit the application form along with the documents to the government agriculture office or village panchayat office.
After submission, the application will be verified by the concerned authorities, and financial assistance will be provided to eligible women farmers.","List of required documents 
Aadhaar Card: Applicants are required to provide their Aadhaar card as proof of identity and residency.
Land Documents: Women farmers who own or operate agricultural land have to provide the relevant land documents as proof of ownership or lease.
Bank Account Details: Applicants are required to provide their bank account details to receive financial assistance under the scheme.
Caste Certificate (if applicable): Women farmers belonging to Scheduled Castes, Scheduled Tribes, Other Backward Classes, or other marginalized groups may have to provide their caste certificate as proof of eligibility.
Income Certificate (if applicable): Applicants may have to provide their income certificate as proof of eligibility for the scheme.
Passport size photograph: Applicants may have to provide their passport-size photograph for the application form.
Registration Certificate: Applicants have to provide their registration certificate from the Department of Agriculture and Co-operation.",https://mksp.gov.in/images/MKSP_Agriculture_Guidelines.pdf,https://www.myscheme.gov.in/schemes/mmksy,null,null,female,[],null,both,"[""Gujarat""]",false,false,2026-07-05 09:59:58.055+00
mmmnssyhbocwwb,Mukhya Mantri Mahila Nirman Shramik Sammaan Yojana (HBOCWWB),"Under this scheme, registered female workers, who have minimum one-year’s regular membership, are being provided financial assistance of ₹5100/- for the purchase of Saree, Suit, Slippers, Raincoat, Umbrella, Sanitary Napkin and Kitchen utensil etc.",null,Labour Department,Haryana,"Women and Child, Social welfare & Empowerment",Individual,"1. Under this scheme, registered female workers are being provided financial assistance of ₹5100/- for the purchase of Saree, suits, Slippers, raincoats, Umbrella, Sanitary Napkins and Kitchen Utensils, etc.","1. The applicant should be a woman engaged in building or construction work.
   1. The applicants should be registered with the Haryana Building &amp;amp; Other Construction Workers Welfare Board.
   1. The registered woman worker must have a minimum one-year regular membership.
   1. The benefit of this scheme will be given to the registered female worker on renewal of her membership every year.","[Online]
Registration of a Construction Worker Under HBOCWWB:Step 01: The construction worker should visit the Official Website of the Labour Department Haryana. 
Step 02: On the home page, click on the “Building & Ors Const. Workers Welfare Board” link.
Step 03: Applicant has to read all the instructions and then “Tick” the acknowledgment, then click on the “Submit” button.
Step 04: Verification using Parivar Pehchan Patra (PPP)- Family ID:
a) Forget/not having Family ID: If you do not have PPP ID or forget the PPP ID, then you have to select that radio button and you are redirected to the PPP Portal for getting their PPP ID.
b) Having a Family ID: If you have a family ID, then only you can move to the next step for registration. To proceed further, follow the given steps:
• Select the “I have family ID” radio button
• Enter Parivar Pehchan Patra number - Family ID
• Click on “Fetch Family Details” which displays the family members registered under the given Family ID
• Select a family member for registration
• Enter the OTP that is being sent to the selected family member for verification
• Click on “Click to Verify”
Step 05: Aadhaar Verification before Registration: Provide your Aadhaar number and tick mark the checkbox for the declaration. Click on the “Continue” button.
Step 06: After verification, fill out the complete registration form and submit the form.
Step 07: Login into the account: After the final submission of the registration form, a worker can login into his/her account using their username and password but unable to avail of any benefit. 
Step 08: To avail of the benefits, a worker has to pay the registration fee and add a work experience of a minimum of 90 days of the preceding year.
Step 09: Now, the worker needs to add work experience, to add 90 days of experience, the applicant has to fill in all the details where he/she has worked.
Step 10: The schemes and other benefits can be availed once the 90 days’ work experience is approved by the Officer.
Apply for Scheme: Registration Process on Antyodaya-SARAL Portal:Step 01: To avail of the benefits of the scheme, the applicant needs to visit the Official Portal -Antyodaya-SARAL Portal
Step 02: If the applicant is not registered on the portal, then he/she gets registered on the portal. 
Step 03: For registration, click on “New User/Register Here” and fill in all the mandatory details i.e. Name, Email ID, Mobile Number & password. Click on ‘Submit’.
Step 04: Applicants will receive the login ID on their mobile number.
Login to Apply for the Scheme:Step 01: Visit the Official Portal -Antyodaya-SARAL Portal
Step 02: The “Sign in here” option is available on the right side of the screen. Applicant needs to fill in their credentials and click on the ‘Login’ button.
Step 03: In the opened window, click on “Scheme/Services list” and a list of schemes will appear on the screen.
Step 04: Now, select the scheme and click on “Apply for Service/Scheme”.
Step 05: Fill in all the details asked in the online application form and submit the application form.
HBOCW Registration User Manual     HBOCW Registration Basic Instructions & Features","Documents required for registration under HBOCWWB:Identity proof i.e. Aadhaar Card, Voter Card
Passport-size photograph
Attested work experience document
Proof of Residence
Ration Card
Bank account details
Caste Certificate (If applicable)
Proof of age 
Parivar Pehchan Patra (Family ID)
Disability certificate (If applicable)
Any other documents as required
Documents required for Scheme Benefits:Identity proof/ID Card of Worker
An undertaking along with list of items, price, source, and date of purchase
Any other documents as required",https://saralharyana.gov.in/,https://www.myscheme.gov.in/schemes/mmmnssyhbocwwb,null,null,female,[],null,both,"[""Haryana""]",false,false,2026-07-05 09:31:26.685+00
mmmsy,Mukhya Mantri Mahila Sashaktikaran Yojana,"Under this scheme, permanent training will be provided for the economic and social upliftment of women suffering from any form of violence and living in difficult circumstances so that they can get employment.",null,Women and Child Development Department,Madhya Pradesh,"Women and Child, Skills & Employment",Individual,"Under this scheme, permanent training will be provided on various subjects like: 

  - Pharmacy, Beautician, Hotel/Event Management
  - Nursing, Short Term Management Course (Cooking/Banking), Laboratory Assistant
  - Physiotherapy, I.T.I./Polytechnic Course, B.Ed./D.Ed. etc.

**Only from Government Institutions:**

  - Aaya/Dai/Ward Nurse Hospitality, other training as the Government prescribes from time to time.

**Note:** This training will be conducted by institutions whose degrees or certificates are recognized as valid for government and non-government services.","1. The applicant should be a rape victim woman or girl. 
   1. The applicant should be a BPL woman saved from trafficking. 
   1. The applicant should be an acid attack victim. 
   1. The applicant should be a woman who completed their prison sentence. 
   1. The applicant should be a BPL woman who is abandoned/ divorced. 
   1. The applicant should be a girl/woman in distress residing in government and non-government shelter homes, girls’ homes, maintenance homes, etc.
   1. The applicant should be a dowry victim woman.
   1. The applicant should be a victim of child marriage.","[Offline]
The application will be submitted by the woman to the office of the District Women Programme Officer by post or by appearing in person.
Note: The eligible applicant may also contact the nearest Anganwadi Centre.","Applicant’s Photo ID Proof
Aadhaar Card 
Proof of age
Other necessary documents if required",https://cmhelpline.mp.gov.in/Schmedetail.aspx?Schemeid=255,https://www.myscheme.gov.in/schemes/mmmsy,null,null,female,[],null,both,"[""Madhya Pradesh""]",false,false,2026-07-05 09:39:45.148+00
mmmsyh,Mukhya Mantri Matritva Sahayata Yojana,"The scheme ""Mukhya Mantri Matritva Sahayata Yojana"" by the Women and Child Development Department, Haryana, aims to provide a cash incentive of ₹5,000/- during maternity to eligible pregnant and lactating women on the birth of a second child (boy).",null,Women and Child Development Department,Haryana,Women and Child,Individual,"- **Monetary Benefit:** A cash incentive of ₹5,000/- is provided in one instalment after the birth of a second child (boy).","&gt; **The following are eligible to apply for the scheme:**

  - Women belonging to the Scheduled Castes(SC) and the Scheduled Tribes (ST).
  - Women who are partially (40%) or fully disabled (Divyang Jan).
  - Women holding of BPL ration card.
  - Women beneficiaries under Pradhan Mantri Jan Aarogya Yojana (PMJAY) under Ayushman Bharat.
  - Women holding E-shram card.
  - Women farmers who are beneficiaries under Kishan Samman Nidhi.
  - Women holding MGNREGA job card.
  - Women whose net family income is less than Rs. 8 lakh per annum.
  - Pregnant and Lactating AWWs/ AWHs/ ASHAs.
  - Any other category as may be prescribed by the Central Government.

&gt; **Conditions for Disbursement:**

  - The child born on or after 08.03.2022 in any family in state of Haryana.
  - Child birth is registered.
  - Child has received first cycle of BCG, OPV, DPT and Hepatitis-B or its equivalent/substitute.","[Online]
Registration Process on Antyodaya-SARAL Portal:Step 1: Visit the Official Portal: Antyodaya-SARAL Portal.
Step 2: For registration, click on “New User/Register Here” and fill in all the mandatory details i.e. Name, Email ID, Mobile Number & password. Click on ‘Submit’.
Step 3: Verify the OTP received in the provided Email and Mobile Number. Alternatively, click on the Verification Link to activate the profile.
Login to Apply for the Scheme:Step 1: Visit the Official Portal: Antyodaya-SARAL Portal.
Step 2: The “Sign in here” option is available on the right side of the screen. Fill in the required credentials and click on the ‘Login’ button.
Step 3: In the opened window, click on “Scheme/Services list” and a list of schemes will appear on the screen.
Step 4: Now, select the scheme and click on “Apply for Service/Scheme”.
Step 5: Fill in all the details in the online application form and click on ""Submit"".
Track Your Service Online:Track Application/Appeal: Click here.
Track Ticket: Click here.
Track Your Service Through SMS:Registered Mobile Number: Type SARAL and send to 9954699899 to track your application.
Other Mobile Number: Type SARAL<space><Application ID/Ticket No.> and send to 9954699899 to track your application/ticket.
Contact Us: Helpline: 0172-3968400
Email: saral.haryana@gov.in","Aadhaar Card of the Beneficiary.
Any other documents as required.",https://cdnbbsr.s3waas.gov.in/s34c144c47ecba6f8318128703ca9e2601/uploads/2024/11/20241125232046895.pdf,https://www.myscheme.gov.in/schemes/mmmsyh,null,null,female,[],null,both,"[""Haryana""]",false,false,2026-07-05 10:20:06.213+00
mmsy,Mukhya Mantri Sahara Yojana,"The State Government has launched the 'Sahara Scheme' to provide financial assistance of Rs. 3000 per month to the patients belonging to the economically weaker sections of the society, who are suffering from specified diseases such Parkinson, Malignant Cancer, Paralysis etc.",null,"Health and Family Welfare Department, Himachal Pradesh",Himachal Pradesh,Health & Wellness,All,"1.	The eligible beneficiaries will receive financial assistance of Rs. 3,000 per month under the scheme.
2.	Financial assistance will be provided to mitigate the hardships faced during prolonged treatment.","1.	The applicant must be a resident of Himachal Pradesh.
2.	The applicant must belong to the economically weaker section of society.
3.	The applicant must be suffering from specified diseases such as Parkinson&#39;s disease, Malignant Cancer, Paralysis, Muscular Dystrophy, Hemophilia, and Thalassemia, or chronic renal failure or any other disease that renders a person permanently incapacitated.
4.	The applicant must not be a beneficiary of any other government-sponsored pension scheme.
<br>","[Online]
1.	Eligible applicants can apply for the scheme through the official website of the  Department of Health & family Welfare of Himachal Pradesh https://sahara.hpsbys.in/Home/Default or by submitting the application form at the nearest block development office or panchayat.
2.	Applicants are required to fill out the application form with accurate information and submit it along with the required documents.
3.	After submitting the application form, the applicant will receive an acknowledgement receipt with a unique application ID.","1.	Residence proof - The applicant must provide a document that verifies their residence in Himachal Pradesh, such as a voter ID card, ration card, Aadhaar card, or a valid passport.
2.	Income certificate - The applicant must provide an income certificate that proves that they belong to the economically weaker section of society.
3.	Medical documents - The applicant must provide medical documents that prove they are suffering from specified diseases such as Parkinson's disease, Malignant Cancer, Paralysis, Muscular Dystrophy, Hemophilia, and Thalassemia, or chronic renal failure or any other disease that renders a person permanently incapacitated.
4.	Bank account details - The applicant must provide bank account details that will be used to transfer the financial assistance amount.
5.	Passport-size photograph - The applicant must provide a recent passport size photograph.
6.	Any other relevant documents - Depending on the case, the authorities may require additional documents.",https://sahara.hpsbys.in/Home/Default,https://www.myscheme.gov.in/schemes/mmsy,null,null,all,[],null,both,"[""Himachal Pradesh""]",false,false,2026-07-05 09:52:46.119+00
mmssydfahbocwwb,Mukhya Mantri Samajik Suraksha Yojana: Death & Funeral Assistance (HBOCWWB),"Under the scheme, the Haryana Building & Other Construction Workers Welfare Board provides financial assistance of ₹5 lakhs to the nominee or legal heir in the event of a registered worker's death due to an accident at the workplace. Additionally, ₹15,000/- will be provided for funeral expenses.",null,Labour Department,Haryana,Social welfare & Empowerment,Family,"1. Under the scheme, the Board provides financial assistance of ₹5,00,000/- to the nominee/legal heir of a registered construction worker if the worker dies in an accident while working at the workplace.
   1. The Board also provides financial assistance of ₹15,000/- to the nominee/legal heir of a registered construction worker for funeral expenses.","1. The applicant should be a nominee/legal heir of the deceased construction worker.
   1. The deceased worker should have been registered with the Haryana Building &amp;amp; Other Construction Workers Welfare Board.
   1. The scheme allows for application only once.","[Online]
Apply for Scheme: Registration Process on Antyodaya-SARAL Portal:Step 01: To avail of the benefits of the scheme, the applicant needs to visit the Official Portal -Antyodaya-SARAL Portal
Step 02: If the applicant is not registered on the portal, then he/she gets registered on the portal. 
Step 03: For registration, click on “New User/Register Here” and fill in all the mandatory details i.e. Name, Email ID, Mobile Number & password. Click on ‘Submit’.
Step 04: Applicants will receive the login ID on their mobile number.
Login to Apply for the Scheme:Step 01: Visit the Official Portal -Antyodaya-SARAL Portal
Step 02: The “Sign in here” option is available on the right side of the screen. Applicant needs to fill in their credentials and click on the ‘Login’ button.
Step 03: In the opened window, click on “Scheme/Services list” and a list of schemes will appear on the screen.
Step 04: Now, select the scheme and click on “Apply for Service/Scheme”.
Step 05: Fill in all the details asked in the online application form and submit the application form.","Identity card of the registered deceased worker
Copy of FIR in regard to the accident
Post –mortem Report
Death Certificate
Inquiry report from the concerned area officer
Proof of nominee/legal heir
Undertaking by applicant
Bank account details
Any other documents as required",https://saralharyana.gov.in/,https://www.myscheme.gov.in/schemes/mmssydfahbocwwb,null,null,all,[],null,both,"[""Haryana""]",false,false,2026-07-05 09:54:44.066+00
mmsuscy,Mukhya Mantri Sarvajan Uchcha Shiksha Chhatravriti Yojana,"This scheme aims to provide financial assistance to students from all sections of Rajasthan who are pursuing higher education at IITs, IIMs, and other national-level institutions. Under this scheme, 50% of the non-refundable fees are reimbursed to eligible students.",null,Social Justice and Empowerment Department,Rajasthan,Education & Learning,Individual,"**Financial Assistance:**

- Students receive 50% reimbursement of their non-refundable institutional fees (such as tuition, library, medical, and examination fees).

**Direct Benefit Transfer (DBT):****** 

- The scholarship amount is transferred directly to the student&#39;s bank account.

**Annual Disbursement:**

- The scholarship is disbursed annually throughout the duration of the course.

**Covers Multiple Institutions:** 

- Includes IITs, IIMs, NITs, AIIMS, and other national institutions listed in the [scheme guidelines](https://sje.rajasthan.gov.in/Default.aspx?PageID=198).","1. The applicant should be a native of Rajasthan.
1. The annual income of the parent/guardian of the student/applicant from all sources (including the applicant’s own income, if any) should be less than ₹5,00,000/-.
1. The applicant should be enrolled in IITs, IIMs, NITs, AIIMS, or other [national institutions listed](https://sje.rajasthan.gov.in/Default.aspx?PageID=198) under the scheme.1. The applicant should not be availing of any other government scholarship for the same course.
1. The applicant should maintain academic performance as required for renewal of the scholarship.
1. An employee pursuing full-time studies while on leave without pay for the entire duration of the course will also be eligible for the scholarship.
1. The student studying outside Rajasthan in the [listed national institutions](https://sje.rajasthan.gov.in/Default.aspx?PageID=198) are eligible.","[Online]
RegistrationStep-1: Applicant have to visit the official portal. 
Step-2: Click on the option “Register”.
Step-3: Then you will be redirected to the SSO registration page. The registration page will appear with the following options.
  Citizen
Step-4: Choose the either one option from  the Jan Aadhaar Or Google to process further.
Jan Aadhaar : Enter the Jan Aadhaar number, click on the ‘Next’ button,
Select your name, the name of the head of the family and all the other members and 
Click on the ‘Send OTP’ button. Enter the ‘OTP’ and 
Click on the ‘Verify OTP’ button to Complete the registration. 
Google : Enter the Gmail ID, click on the ‘Next’ button, 
Enter the password.
A new link appear on screen, now click on new SSO link.
SSO id will appear on screen, now create the password.
Enter Mobile number, click on registration.
ApplyStep-1: Applicant have to visit the official portal. 
Step-2: After login, dashboard will open.
Step-3: Click on “IFMS-RAJSSP"" option.
Step-4: Select ""Continue to RajSSP"". 
Step-5: Now click on ""Apply for Scheme"" on screen. 
Step-6: In this new page, will get a list of names of all the schemes, and click on the name of ""SCHOLARSHIP (SJE)""
Step-7: Fill out all relevant details. 
Step-8: Submit.

[Online - via CSC]
Step 1: The applicant should gather copies of the necessary documents needed to apply for the concerned scheme.
Step 2: The applicant should visit the nearest E-Mitra Center and complete the Biometric Verification Process.
Step 3: The applicant should ensure that the E-Mitra Center agent completes all mandatory fields in the application form and uploads copies of all required documents.
Step 4: Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).","For New Application:
Self-attested Passport-size Photo
Domicile Certificate
10th-grade Mark Sheet
Admission Certificate
Income Certificate
Death Certificate of parent/spouse, if applicable
Marriage certificate, If applicable
Bank account details
Any other documents if required
For Application Renewal:
Income Certificate (Issued by Competent Authority)
Admission Letter from the Recognized Institution
Fee Receipt from the Institution (showing non-refundable components)
Diploma/Degree Certificate
Previous Academic Marksheet (for renewal applications)
Self-Declaration Form for Scholarship Application
Bank Account Details (Aadhaar-linked, if applicable)
Aadhaar Card/Pan Card/Passport 
Caste Certificate (if applicable for reservation benefits)
Employer Certificate (for government employees on study leave)",https://sso.rajasthan.gov.in/signin,https://www.myscheme.gov.in/schemes/mmsuscy,null,null,all,[],500000,both,"[""Rajasthan""]",false,false,2026-07-05 10:03:49.402+00
mmsky,Mukhya Mantri Seekho Kamao Yojana,"The Mukhya Mantri Seekho Kamao Yojana provides On-the-Job Training (OJT) to educated youth in registered industries and businesses. Annually, 1 lakh youth will benefit, with a stipend of up to ₹1 lakh funded by the state government.",null,Technical Education and Man Power Planning Department,Madhya Pradesh,Business & Entrepreneurship,Individual,"- Skill Enhancement: Offers practical training to improve job readiness.
- Stipend Support: Provides up to ₹1 lakh as financial aid during training.
- 12th Pass: ₹8,000 per month.
- ITI Pass: ₹8,500 per month.
- Diploma Pass: ₹9,000 per month.
- Graduate or Higher Qualification: ₹10,000 per month.","1. The applicant should be between 18 to 29 years of age.
1. The applicant should be a resident of Madhya Pradesh.
1. The applicant should be educated with a minimum qualification of 12th pass, ITI, or higher.
1. The applicant should be designated as a “Student-Trainee” upon selection.","[Online]
Registration
Step 1: The applicant should visit the Mukhyamantri Seekho-Kamao Yojana portal, Madhya Pradesh.
Step 2: On the top-right corner, click on ""Candidate Registration"".
Step 3: Read all the instructions related to the scheme and click ""Move Ahead"".
Step 4: Enter your Samagra ID, solve the captcha, and click ""Continue"".
 Step 5:Fill in all required details. Fields marked with * are mandatory..
Step 6: Upload all required documents, such as ID proof and relevant certificates.
Step 7: After completing the form and uploading the documents, click ""Submit"".
Step 8: After successful submission, you will receive a registration number.
Application
Step 1: The applicant should visit the Mukhyamantri Seekho-Kamao Yojana portal, Madhya Pradesh.
Step 2: Enter your User ID, Password, and Captcha Code, then click ""Login"".
Step 3: Choose the scheme you wish to apply for to avail the benefits.
Step 4: Enter all required information and upload the necessary documents as prompted.
Step 5: Finally, click on ""Submit Application"" to complete the process.","Passport-size Photograph
Aadhaar card
Domicile certificate of Madhya Pradesh
Caste certificate 
Previous class passing certificate/marksheet
Samagra ID
Bank account details/Bank Passbook
Other necessary documents if required",https://mmsky.mp.gov.in/?page=lgdprhvrT0r2JtVen1lRzQ%3D%3D,https://www.myscheme.gov.in/schemes/mmsky,18,29,all,[],null,both,"[""Madhya Pradesh""]",false,false,2026-07-05 09:55:55.41+00
mmsagy,Mukhya Mantri Shahri Ajeevika Guarantee Yojna,"The “Mukhya Mantri Shahri Ajeevika Guarantee Yojna” was launched by the Department of Urban Development, Govt. of Himachal Pradesh. The objective of the scheme is to enhance livelihood security in urban areas by providing 120 days of guaranteed wage employment to every household in a financial year.",null,Department of Urban Development,Himachal Pradesh,Skills & Employment,Individual,"> **Guaranteed Employment:**

  - The scheme provides guaranteed 120 days of employment to eligible beneficiaries in urban local bodies to ensure livelihood security.
  - The ULBs shall not employ an eligible beneficiary for more than 120 days in any financial year.
  - Employment will be given to the eligible beneficiary within 15 days of registration, failing which an unemployment allowance of ₹75 per day will be paid by the ULBs.

&gt; **Maximum Period for Employment:**

  - The maximum period for which employment will be provided to a household shall be 120 days.

&gt; **Skill Training:**

  - The eligible beneficiaries under this scheme will also be provided skill training under the Deen Dyal Antodaya-National Urban Livelihood Mission (DAY-NULM), to create further opportunities for better livelihood.
  - The eligible beneficiary will be provided skill training with entitlement to minimum wage as notified by the government up to a maximum of four weeks only after doing wage employment of 30 days under MMSAGY.

&gt; **Bank Linkage:**

  - The eligible beneficiary so skilled under this scheme will be facilitated to apply for loans under DAY-NULM.
  - The eligible beneficiary provided skill training above, willing to start their Enterprise will be linked to the banks under the Self Employment Programme (SEP) of DAY-NULM.

&amp;gt; **Payment of Wages:**

  - Eligible beneficiaries under the scheme will be entitled to minimum wage notified by the State Government.
  - Equal wages are to be paid to both male and female workers.
  - Wages will be directly deposited in the bank account of eligible beneficiaries by the Urban Local Bodies on a fortnightly basis not later than 7 days after completion of 15 days of employment.
  - The payment of wages as prescribed supra will be made after due verification of the attendance by the Junior Engineer or any other officer/official authorized by the Urban Local Body.
  - The payment made above will be adjusted/deducted from the bills of the implementing agency before making its payment.","1.	All adult members of the household who register under this scheme will be eligible to work. To register they have to be:

  - Local resident of the Urban Local Body. (Meaning thereby they should be residing within the jurisdiction of the Urban Local Body either in their own house or on rent).
  - Willing to do unskilled work at projects being executed or in Sanitation Services being provided by the Urban Local Bodies.

2.	The household will comprise of husband, wife, and their minor children. However, only adult members of the household shall be eligible to work.
3.	The upper age limit for providing work shall be 65 years.
&gt; **Permissible Activities:**

1.	All eligible beneficiaries will be employed in the following permissible activities in ULBs:

  - In any ongoing or new admissible work under any Govt. of H.P./Govt. of India scheme for which funds are available with ULB.
  - In any admissible work under the 15th Finance Commission or 5ffi State Finance Commission for which grant-in-aid is provided to the ULBs.
  - Sanitation Works/Services as admissible under Solid Waste Management Rules, 2016 and Swachh Bharat Mission. The sanitation works/services may include activities like street sweeping, garbage collection, processing/removal of legacy waste, waste segregation, cleaning of garbage from hill slopes or other litter points, cleaning and maintaining municipal parks, and cleaning of municipal parking.

2. The Urban Local Bodies shall not start any muster-roll linked work/activity under this scheme and shall get eligible beneficiaries employed only in the works specified above (a).
3. The Urban Local Bodies shall make enabling provisions in all new contracts to be awarded for engaging eligible beneficiaries under MMSAGY as unskilled workers by the implementing agency. For the works already awarded, the Urban Local Bodies will coordinate with the implementing agency to which the work has been awarded for engaging the registered eligible beneficiaries under MMSAGY.","[Online]
Step 01: The applicant, who wants to avail benefits of the scheme, may visit the Online Portal of the scheme.
Step 02: On the home page, click on “Applicant Registration” and fill in all the mandatory details.
Step 03: After filling details, click on “Generate Username and Password”.
Step 04: After successful registration, the applicant can login to fill the application form by clicking on “Applicant Login”.
Note 05: Applicant can submit the application form by filling in all the details & uploading all the required documents.

[Offline]
Application Process:Step 01: Any eligible applicant may apply to get registered with the Urban Local Body as per Annexure-B. 
Step 02: The applicant needs to fill out the application form (Annexure-B) completely and submit it to the Urban Local Body along with all the relevant documents.
Note: All eligible beneficiaries of a household will be registered through a single application only. No separate applications are required.
Post-Application Process:Step 01: The ULBs after due verification will issue a Job Card free of cost as per Annexure-C.
Step 02: The Job Card will bear the photographs of the registered beneficiaries.
Step 03: The Job Card will be issued within 7 days of registration.","Copy of Aadhaar Card
Passport Size Photograph
Front Page of Bank Passbook/India Post Payments Bank having details of Account (A/C No. / IFSC Code etc.)
Caste certificate (If applicable)
Proof of Address
Family members' details and copy of their Aadhaar Card
Ration Card
Any other document, as required",http://www.ud.hp.gov.in/mukhya-mantri-shahri-ajeevika-guarantee-yojna-mmsagy,https://www.myscheme.gov.in/schemes/mmsagy,null,65,all,[],null,urban,"[""Himachal Pradesh""]",false,false,2026-07-05 10:00:58.67+00
mmssy-hlwb,Mukhya Mantri Sharmik Surksha Yojana- Haryana Labour Welfare Board,"Under this scheme, financial assistance of ₹5,00,000/- will be provided to the widows/dependents of workers employed in industrial and commercial institutions in Haryana, in the event of the worker's death while working at the workplace.",null,Labour Department,Haryana,Social welfare & Empowerment,"Family, Individual","1. Under this scheme, financial assistance of ₹5,00,000/- will be provided to the widows/dependents of workers in the event of the worker&amp;#39;s death while working at the workplace.","1. The applicant should be the widow/dependent of the deceased worker.
   1. The deceased worker should have been employed in an industrial or commercial establishment in Haryana.
   1. There is no fixed service period required for the worker.
   1. There is no fixed monthly salary requirement for the worker.
   1. Applications must be submitted within two years from the date of the worker&amp;#39;s death.
   1. Financial assistance is provided under this scheme for the death of a worker primarily caused by workplace incidents within the organization&amp;#39;s premises or on the way to the hospital for treatment. This also covers deaths resulting from other causes such as natural disasters, heart attacks, snake or other poisonous creature bites, fire, or building collapses within the organization.
   1. Assistance is also provided to widows/dependents of unregistered workers who die or become disabled due to incidents like fire, building collapse, etc. within the establishment.","[Online]
Apply for scheme benefits through the Antyodaya-SARAL Portal:Registration Process:
Step 01: To avail of the benefits of the scheme, the applicant needs to visit the Official Portal -Antyodaya-SARAL Portal: https://saralharyana.gov.in/
Step 02: If the applicant is not registered on the portal, then he/she gets registered on the portal. 
Step 03: For registration, click on “New User” under ‘Sign In Here’ and fill in all the mandatory details i.e. Full Name, Email ID, Mobile Number, Password & State. Click on ‘Submit’.
Step 04: Verify your mobile number and email ID through the received OTP and complete the registration process.
Login to Apply for the Scheme:
Step 01: Now, to avail the benefits of the scheme, visit the Official Portal -Antyodaya-SARAL Portal and login through the email ID that is used while registering.
Step 02: Enter Password & Captcha and click on ‘Login’.
Step 03: After successful login, click on ‘Apply for Services’ and then ‘View all Available Services’
Step 04: Now, search for the scheme and click on the scheme to proceed to fill out the application form.
Step 05: Enter Parivar Pehchan Patra number - Family ID and Click on “Click here to Fetch Family Data” which displays the family members registered under the given Family ID.
Step 06: Select the beneficiary/applicant name and enter the OTP that is being sent to the selected family member for verification. Click on “Click to Verify”
Step 07: Fill in all the mandatory details and upload all the mandatory documents.
Step 08: Preview the application form and click on ‘Submit’.","Smart Card /Office ID Proof of worker
Employee Certificate
Employer Certificate
Employee Salary Slip (Previous Month)
Death Certificate
Disabilities Certificate
Medical Certificate
F.I.R/D.D.R/ Post-mortem Report
ESI Card
Affidavit (fully dependent upon the deceased worker and earlier he/she has not availed of the said scheme)
Undertaking (self)
Ration Card
Parivar Pehchan Patra (Family ID)
Bank account details
Any other documents as required",https://hrylabour.gov.in/welfare/users/schemeDetailFront/93,https://www.myscheme.gov.in/schemes/mmssy-hlwb,null,null,all,[],null,both,"[""Haryana""]",false,false,2026-07-05 10:08:37.858+00
